6.999999999999999556e-01,5.000000000000000000e-01,3.799999999999999822e+00,1.199999999999999956e+00,8.000000000000000444e-01,5.999999999999999778e-01,8.000000000000000444e-01,1.000000000000000000e+00,2.600000000000000089e+00,1.100000000000000089e+00,5.400000000000000355e+00,2.999999999999999889e-01,1.500000000000000000e+00,6.999999999999999556e-01,5.000000000000000000e-01,4.000000000000000222e-01,1.199999999999999956e+00,3.100000000000000089e+00,1.199999999999999956e+00,3.100000000000000089e+00,1.699999999999999956e+00,1.199999999999999956e+00,1.000000000000000000e+00,2.399999999999999911e+00,1.199999999999999956e+00,1.100000000000000089e+00,1.500000000000000000e+00,4.799999999999999822e-01,3.500000000000000000e+00,2.200000000000000178e+00,2.000000000000000000e+00,9.000000000000000222e-01,9.799999999999999822e-01
6.999999999999999556e-01,5.000000000000000000e-01,3.799999999999999822e+00,1.199999999999999956e+00,8.000000000000000444e-01,5.999999999999999778e-01,5.999999999999999778e-01,1.000000000000000000e+00,2.399999999999999911e+00,1.000000000000000000e+00,8.699999999999999289e+00,2.999999999999999889e-01,1.500000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e-01,4.000000000000000222e-01,1.899999999999999911e+00,3.100000000000000089e+00,1.199999999999999956e+00,1.200000000000000000e+01,1.699999999999999956e+00,1.199999999999999956e+00,1.000000000000000000e+00,2.399999999999999911e+00,1.199999999999999956e+00,1.100000000000000089e+00,1.500000000000000000e+00,5.400000000000000355e-01,3.200000000000000178e+00,2.200000000000000178e+00,2.000000000000000000e+00,9.000000000000000222e-01,9.799999999999999822e-01
6.999999999999999556e-01,5.999999999999999778e-01,3.899999999999999911e+00,1.199999999999999956e+00,9.000000000000000222e-01,5.000000000000000000e-01,5.000000000000000000e-01,9.000000000000000222e-01,2.399999999999999911e+00,1.000000000000000000e+00,2.200000000000000178e+00,2.999999999999999889e-01,1.399999999999999911e+00,9.000000000000000222e-01,5.000000000000000000e-01,4.000000000000000222e-01,5.700000000000000000e+01,2.799999999999999822e+00,1.199999999999999956e+00,7.900000000000000355e+00,1.500000000000000000e+00,1.199999999999999956e+00,1.000000000000000000e+00,2.399999999999999911e+00,1.199999999999999956e+00,1.100000000000000089e+00,1.500000000000000000e+00,5.400000000000000355e-01,3.200000000000000178e+00,3.200000000000000178e+00,2.000000000000000000e+00,9.000000000000000222e-01,9.799999999999999822e-01
5.999999999999999778e-01,6.999999999999999556e-01,4.099999999999999645e+00,1.199999999999999956e+00,9.000000000000000222e-01,5.000000000000000000e-01,5.000000000000000000e-01,9.000000000000000222e-01,2.600000000000000089e+00,1.000000000000000000e+00,1.600000000000000089e+00,2.999999999999999889e-01,1.399999999999999911e+00,9.000000000000000222e-01,6.999999999999999556e-01,5.000000000000000000e-01,7.900000000000000355e+00,2.799999999999999822e+00,1.199999999999999956e+00,5.799999999999999822e+00,1.300000000000000044e+00,1.199999999999999956e+00,1.000000000000000000e+00,2.399999999999999911e+00,1.199999999999999956e+00,1.100000000000000089e+00,1.500000000000000000e+00,4.799999999999999822e-01,3.000000000000000000e+00,3.500000000000000000e+00,2.200000000000000178e+00,9.000000000000000222e-01,1.100000000000000089e+00
5.999999999999999778e-01,5.000000000000000000e-01,4.099999999999999645e+00,1.199999999999999956e+00,1.100000000000000089e+00,5.000000000000000000e-01,5.000000000000000000e-01,9.000000000000000222e-01,2.600000000000000089e+00,1.000000000000000000e+00,1.300000000000000044e+00,2.999999999999999889e-01,1.399999999999999911e+00,9.000000000000000222e-01,5.299999999999999822e+00,4.000000000000000222e-01,3.700000000000000178e+00,2.799999999999999822e+00,1.199999999999999956e+00,5.099999999999999645e+00,1.300000000000000044e+00,1.199999999999999956e+00,1.000000000000000000e+00,2.399999999999999911e+00,1.199999999999999956e+00,1.100000000000000089e+00,1.500000000000000000e+00,4.799999999999999822e-01,3.000000000000000000e+00,3.000000000000000000e+00,2.200000000000000178e+00,9.000000000000000222e-01,4.000000000000000000e+00
5.999999999999999778e-01,5.000000000000000000e-01,4.099999999999999645e+00,1.300000000000000044e+00,1.100000000000000089e+00,5.000000000000000000e-01,5.000000000000000000e-01,8.000000000000000444e-01,2.799999999999999822e+00,1.000000000000000000e+00,1.199999999999999956e+00,2.999999999999999889e-01,1.399999999999999911e+00,8.000000000000000444e-01,2.600000000000000089e+00,4.000000000000000222e-01,2.799999999999999822e+00,2.799999999999999822e+00,1.199999999999999956e+00,4.799999999999999822e+00,1.199999999999999956e+00,1.199999999999999956e+00,1.000000000000000000e+00,2.399999999999999911e+00,1.100000000000000089e+00,1.199999999999999956e+00,1.500000000000000000e+00,4.799999999999999822e-01,3.200000000000000178e+00,2.700000000000000178e+00,2.200000000000000178e+00,9.799999999999999822e-01,4.000000000000000000e+00
6.999999999999999556e-01,5.999999999999999778e-01,4.099999999999999645e+00,1.300000000000000044e+00,2.299999999999999822e+00,5.000000000000000000e-01,5.000000000000000000e-01,8.000000000000000444e-01,2.799999999999999822e+00,1.000000000000000000e+00,1.199999999999999956e+00,4.000000000000000222e-01,1.399999999999999911e+00,8.000000000000000444e-01,1.500000000000000000e+00,4.000000000000000222e-01,2.600000000000000089e+00,2.799999999999999822e+00,1.300000000000000044e+00,4.799999999999999822e+00,1.199999999999999956e+00,1.300000000000000044e+00,3.100000000000000089e+00,2.399999999999999911e+00,1.100000000000000089e+00,1.199999999999999956e+00,1.600000000000000089e+00,4.799999999999999822e-01,4.799999999999999822e+00,2.700000000000000178e+00,2.200000000000000178e+00,9.799999999999999822e-01,2.000000000000000000e+00
8.000000000000000444e-01,5.999999999999999778e-01,3.899999999999999911e+00,1.300000000000000044e+00,1.699999999999999956e+00,5.999999999999999778e-01,5.000000000000000000e-01,6.999999999999999556e-01,2.799999999999999822e+00,1.000000000000000000e+00,5.200000000000000178e+00,4.000000000000000222e-01,1.399999999999999911e+00,8.000000000000000444e-01,1.399999999999999911e+00,4.000000000000000222e-01,2.399999999999999911e+00,2.799999999999999822e+00,1.500000000000000000e+00,4.400000000000000355e+00,1.199999999999999956e+00,1.699999999999999956e+00,1.500000000000000000e+00,2.399999999999999911e+00,1.100000000000000089e+00,1.199999999999999956e+00,2.700000000000000178e+00,4.799999999999999822e-01,4.000000000000000000e+00,2.700000000000000178e+00,2.200000000000000178e+00,9.799999999999999822e-01,1.600000000000000089e+00
1.300000000000000044e+00,5.999999999999999778e-01,3.899999999999999911e+00,1.399999999999999911e+00,1.100000000000000089e+00,6.999999999999999556e-01,5.000000000000000000e-01,6.999999999999999556e-01,2.799999999999999822e+00,1.000000000000000000e+00,2.500000000000000000e+00,4.000000000000000222e-01,1.399999999999999911e+00,8.000000000000000444e-01,1.100000000000000089e+00,4.000000000000000222e-01,2.100000000000000089e+00,2.799999999999999822e+00,1.699999999999999956e+00,4.000000000000000000e+00,1.300000000000000044e+00,1.300000000000000044e+00,1.300000000000000044e+00,2.399999999999999911e+00,1.100000000000000089e+00,1.199999999999999956e+00,1.800000000000000044e+00,4.799999999999999822e-01,4.299999999999999822e+00,2.700000000000000178e+00,2.200000000000000178e+00,1.100000000000000089e+00,1.500000000000000000e+00
1.100000000000000089e+00,6.999999999999999556e-01,6.200000000000000178e+00,1.800000000000000000e+01,1.000000000000000000e+00,1.399999999999999911e+00,6.999999999999999556e-01,8.000000000000000444e-01,2.799999999999999822e+00,1.100000000000000089e+00,1.899999999999999911e+00,4.000000000000000222e-01,1.500000000000000000e+00,8.000000000000000444e-01,1.000000000000000000e+00,2.000000000000000000e+00,1.899999999999999911e+00,2.799999999999999822e+00,1.699999999999999956e+00,4.000000000000000000e+00,1.300000000000000044e+00,1.300000000000000044e+00,1.000000000000000000e+01,2.399999999999999911e+00,1.100000000000000089e+00,1.199999999999999956e+00,1.800000000000000044e+00,4.799999999999999822e-01,4.099999999999999645e+00,2.700000000000000178e+00,2.200000000000000178e+00,1.300000000000000044e+00,1.399999999999999911e+00
1.000000000000000000e+00,8.000000000000000444e-01,2.800000000000000000e+01,2.899999999999999911e+00,1.399999999999999911e+00,9.000000000000000222e-01,5.999999999999999778e-01,9.000000000000000222e-01,2.799999999999999822e+00,1.199999999999999956e+00,1.899999999999999911e+00,4.000000000000000222e-01,1.500000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,5.900000000000000355e+00,1.899999999999999911e+00,2.799999999999999822e+00,2.600000000000000089e+00,3.700000000000000178e+00,1.300000000000000044e+00,1.300000000000000044e+00,3.100000000000000089e+00,2.399999999999999911e+00,1.100000000000000089e+00,1.199999999999999956e+00,1.600000000000000089e+00,4.799999999999999822e-01,3.799999999999999822e+00,2.700000000000000178e+00,2.200000000000000178e+00,1.300000000000000044e+00,1.300000000000000044e+00
9.000000000000000222e-01,5.999999999999999778e-01,7.000000000000000000e+00,2.100000000000000089e+00,1.100000000000000089e+00,9.000000000000000222e-01,5.999999999999999778e-01,9.000000000000000222e-01,2.799999999999999822e+00,1.199999999999999956e+00,1.600000000000000089e+00,5.000000000000000000e-01,1.500000000000000000e+00,1.399999999999999911e+00,1.000000000000000000e+00,2.520000000000000000e+02,1.899999999999999911e+00,3.100000000000000089e+00,1.899999999999999911e+00,3.700000000000000178e+00,1.300000000000000044e+00,1.199999999999999956e+00,2.500000000000000000e+01,2.399999999999999911e+00,1.100000000000000089e+00,1.199999999999999956e+00,1.600000000000000089e+00,4.799999999999999822e-01,3.500000000000000000e+00,2.500000000000000000e+00,2.200000000000000178e+00,1.199999999999999956e+00,1.300000000000000044e+00
8.000000000000000444e-01,5.999999999999999778e-01,5.599999999999999645e+00,1.699999999999999956e+00,1.300000000000000044e+00,1.000000000000000000e+00,5.999999999999999778e-01,9.000000000000000222e-01,3.000000000000000000e+00,1.199999999999999956e+00,1.300000000000000044e+00,5.000000000000000000e-01,1.500000000000000000e+00,1.199999999999999956e+00,1.000000000000000000e+00,3.260000000000000000e+02,1.899999999999999911e+00,3.100000000000000089e+00,1.699999999999999956e+00,3.700000000000000178e+00,1.300000000000000044e+00,1.199999999999999956e+00,2.300000000000000000e+01,6.099999999999999645e+00,1.100000000000000089e+00,1.199999999999999956e+00,1.500000000000000000e+00,5.400000000000000355e-01,3.500000000000000000e+00,2.500000000000000000e+00,2.200000000000000178e+00,1.199999999999999956e+00,1.300000000000000044e+00
1.000000000000000000e+00,5.999999999999999778e-01,5.200000000000000178e+00,1.699999999999999956e+00,1.100000000000000089e+00,9.000000000000000222e-01,5.999999999999999778e-01,9.000000000000000222e-01,3.000000000000000000e+00,1.199999999999999956e+00,1.300000000000000044e+00,5.000000000000000000e-01,1.500000000000000000e+00,1.100000000000000089e+00,1.000000000000000000e+00,2.080000000000000000e+02,1.899999999999999911e+00,3.399999999999999911e+00,1.699999999999999956e+00,3.700000000000000178e+00,1.300000000000000044e+00,1.199999999999999956e+00,4.799999999999999822e+00,8.199999999999999289e+00,1.100000000000000089e+00,1.199999999999999956e+00,1.500000000000000000e+00,5.400000000000000355e-01,3.200000000000000178e+00,2.500000000000000000e+00,2.200000000000000178e+00,1.199999999999999956e+00,1.600000000000000089e+00
1.399999999999999911e+00,3.899999999999999911e+00,4.799999999999999822e+00,1.699999999999999956e+00,1.100000000000000089e+00,9.000000000000000222e-01,5.999999999999999778e-01,8.000000000000000444e-01,2.799999999999999822e+00,1.100000000000000089e+00,1.600000000000000089e+00,5.000000000000000000e-01,1.500000000000000000e+00,3.299999999999999822e+00,1.000000000000000000e+00,6.500000000000000000e+01,1.899999999999999911e+00,6.599999999999999645e+00,1.699999999999999956e+00,3.700000000000000178e+00,1.300000000000000044e+00,1.199999999999999956e+00,3.399999999999999911e+00,4.000000000000000000e+00,1.100000000000000089e+00,1.199999999999999956e+00,1.399999999999999911e+00,6.099999999999999867e-01,3.200000000000000178e+00,2.500000000000000000e+00,2.200000000000000178e+00,1.199999999999999956e+00,3.000000000000000000e+00
1.199999999999999956e+00,4.700000000000000178e+00,4.599999999999999645e+00,1.699999999999999956e+00,1.000000000000000000e+00,9.000000000000000222e-01,5.999999999999999778e-01,8.000000000000000444e-01,2.600000000000000089e+00,1.100000000000000089e+00,1.300000000000000044e+00,6.299999999999999822e+00,1.399999999999999911e+00,1.700000000000000000e+01,1.000000000000000000e+00,3.300000000000000000e+01,2.799999999999999822e+00,8.400000000000000355e+00,1.500000000000000000e+00,3.399999999999999911e+00,1.199999999999999956e+00,1.199999999999999956e+00,3.399999999999999911e+00,3.700000000000000178e+00,1.100000000000000089e+00,1.199999999999999956e+00,1.500000000000000000e+00,6.800000000000000488e-01,3.200000000000000178e+00,2.500000000000000000e+00,2.200000000000000178e+00,1.199999999999999956e+00,1.800000000000000044e+00
1.100000000000000089e+00,2.600000000000000089e+00,4.599999999999999645e+00,1.699999999999999956e+00,1.000000000000000000e+00,1.699999999999999956e+00,5.999999999999999778e-01,8.000000000000000444e-01,2.600000000000000089e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.699999999999999956e+00,1.399999999999999911e+00,2.600000000000000089e+00,1.000000000000000000e+00,2.100000000000000000e+01,2.799999999999999822e+00,2.200000000000000000e+01,1.500000000000000000e+00,3.399999999999999911e+00,1.300000000000000044e+00,1.300000000000000044e+00,3.399999999999999911e+00,3.399999999999999911e+00,1.199999999999999956e+00,1.199999999999999956e+00,1.399999999999999911e+00,6.800000000000000488e-01,5.400000000000000355e+00,2.500000000000000000e+00,2.200000000000000178e+00,1.199999999999999956e+00,1.600000000000000089e+00
1.000000000000000000e+00,1.800000000000000044e+00,4.599999999999999645e+00,1.699999999999999956e+00,1.000000000000000000e+00,1.100000000000000089e+00,5.000000000000000000e-01,8.000000000000000444e-01,2.600000000000000089e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.100000000000000089e+00,1.399999999999999911e+00,2.100000000000000089e+00,9.000000000000000222e-01,3.200000000000000000e+02,2.399999999999999911e+00,7.900000000000000355e+00,1.300000000000000044e+00,3.399999999999999911e+00,1.300000000000000044e+00,1.300000000000000044e+00,3.100000000000000089e+00,4.200000000000000178e+00,1.300000000000000044e+00,1.199999999999999956e+00,1.399999999999999911e+00,6.800000000000000488e-01,6.799999999999999822e+00,2.500000000000000000e+00,2.200000000000000178e+00,1.199999999999999956e+00,1.500000000000000000e+00
9.000000000000000222e-01,1.500000000000000000e+00,4.500000000000000000e+00,1.600000000000000089e+00,9.000000000000000222e-01,1.100000000000000089e+00,5.999999999999999778e-01,8.000000000000000444e-01,2.399999999999999911e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.000000000000000222e-01,1.500000000000000000e+00,1.800000000000000044e+00,9.000000000000000222e-01,4.160000000000000000e+02,2.399999999999999911e+00,5.799999999999999822e+00,1.300000000000000044e+00,3.399999999999999911e+00,1.300000000000000044e+00,1.300000000000000044e+00,2.600000000000000089e+00,3.700000000000000178e+00,1.300000000000000044e+00,1.100000000000000089e+00,1.399999999999999911e+00,6.800000000000000488e-01,7.000000000000000000e+00,2.500000000000000000e+00,2.200000000000000178e+00,1.199999999999999956e+00,1.500000000000000000e+00
9.000000000000000222e-01,1.399999999999999911e+00,4.500000000000000000e+00,1.600000000000000089e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.999999999999999778e-01,8.000000000000000444e-01,2.200000000000000178e+00,1.100000000000000089e+00,1.000000000000000000e+00,9.000000000000000222e-01,1.500000000000000000e+00,1.600000000000000089e+00,9.000000000000000222e-01,7.820000000000000000e+02,2.399999999999999911e+00,5.099999999999999645e+00,1.199999999999999956e+00,3.399999999999999911e+00,1.199999999999999956e+00,1.300000000000000044e+00,2.600000000000000089e+00,3.399999999999999911e+00,1.199999999999999956e+00,1.100000000000000089e+00,1.399999999999999911e+00,6.800000000000000488e-01,6.400000000000000355e+00,2.200000000000000178e+00,2.200000000000000178e+00,1.199999999999999956e+00,1.399999999999999911e+00
